smiles, karl_weight
[*]c1c([*])c(=[*])[nH]c1=[*],31
[*]C1OC(=[*])C(=[*])C([*])C1([*])[*],38
[*]C1SC(=[*])N([*])C1=[*],41
[*]=C1OCCS1,42
[*]C1CCCOC1[*],38
[*]=c1ccc(=[*])cc1,36
[*]C1=NC(=[*])C([*])C([*])([*])C1[*],37
[*]C1=CCCC(=[*])C1[*],36
[*]C1([*])C=CCO1,32
[*]c1nsnc1[*],42
[*]C1CCOC1,32
[*]N1CCN([*])C(=[*])C1,38
[*]C1CCCC([*])CC1,42
[*]C1([*])CNC(=[*])C(=[*])C(=[*])O1,45
[*]C1CC([*])C([*])C1[*],30
[*]C1CC([*])[NH+]([*])C([*])C1,37
[*]N1CC2CN([*])CC(C1)O2,58
[*]C1CSC([*])N([*])CC(=[*])C1=[*],59
[*]C1CCC(=[*])NC1([*])[*],37
[*]C1C[NH+]([*])CCCO1,45
[*]C1CCNC(=[*])C1=[*],37
[*]c1c([*])c(=[*])c([*])cc1=[*],36
[*]C1COC(=[*])CN1,39
[*]C1OCCOC1[*],40
[*]c1cc(=[*])c(=[*])c([*])[nH+]1,37
[*]C1N=NC([*])N1,33
[*]N1CCC(=[*])C(=[*])C(=[*])C1,43
[*]C1=NC(=[*])N([*])C([*])=N1,39
[*]C1CN([*])C1,25
[*]C1=C([*])CN([*])CC1,37
[*]C1OC(=[*])C(=[*])C(=[*])C1([*])[*],38
[*]C1NOC([*])N1,34
[*]C1C2CCC([*])(C1[*])C2([*])[*],42
[*]C1=NCN([*])CN1,39
[*]C1=C([*])C([*])OC1,32
[*]C1=CCC([*])C([*])C(=[*])C([*])C1[*],48
[*]C1=CC([*])([*])OC([*])=C1[*],38
[*]=C1NC(=[*])C(=[*])C(=[*])SC1=[*],53
[*]CP[*],21
[*]C1CCC([*])C1=[*],30
[*]C12C=CC3C(C=C1)C3([*])S2(=[*])=[*],64
[*]C1C=NC(=[*])C(=[*])C1=[*],37
[*]C1([*])C(=[*])NCNC1=[*],38
[*]CC[*],12
[*]C1CCC(=[*])C1[*],30
[*]c1cc2ccc1CCc1ccc(cc1)CC2,96
[*]N1CC[NH+]([*])CC([*])([*])C1,44
[*]N([*])C=[*],13
[*]C1CC[N+](=[*])C1,31
[*]C1=C([*])C([*])[NH2+]CC1,37
[*]N1CN([*])C(=[*])C1=[*],32
[*]C1=NCCN1[*],32
[*]C1CC([*])([*])N=N1,32
[*]C1=C([*])N([*])C(=[*])C(=[*])C1[*],37
[*]=C1SC(=[*])C(=[*])C(=[*])C1=[*],46
[*]C1=NC(=[*])S1,35
[*]c1cnc([*])c([*])c1[*],37
[*]C1NC(=[*])C([*])NC1=[*],38
[*]c1ccc([*])nc1,37
[*]C(=[*])[NH+]=[*],13
[*]c1cc[nH]n1,32
[*]C1COC(=[*])C(=[*])O1,40
[*]C1=CC([*])N([*])C1=[*],31
[*]C1CC([*])C([*])([*])C([*])C1[*],36
[*]N1CC[NH2+]CCC1=[*],44
[*]C1=CS(=[*])(=[*])CC1[*],40
[*]C1([*])CC(=[*])NC(=[*])C(=[*])O1,45
[*]C1CC2CC(C1[*])C2([*])[*],42
[*]C1=CCOC([*])C([*])C1[*],44
[*]S(=[*])(=[*])C,22
[*]C([*])[NH+]=[*],13
[*]C1SCC(=[*])N([*])C1=[*],47
[*]C1=C([*])C([*])([*])CC1,30
[*]C1NN([*])C(=[*])SC1[*],48
[*]C1=CC=C([*])C(=[*])N1,37
[*]C1CC([*])([*])C(=[*])C(=[*])C1[*],36
[*]C1CC([*])([*])C1[*],24
[*]C1CC[NH2+]C1[*],31
[*]C1=C([*])N=CN([*])C1,38
[*]N1NC(=[*])CC1=[*],32
[*]N1CCC[NH+]([*])C(=[*])C1=[*],44
[*]c1nc([*])c([*])[n-]1,32
[*]c1[nH+]c(=[*])c(=[*])[nH+]c1[*],38
[*]c1nc([*])c([*])[n+]([*])n1,39
[*]C1CC([*])C(=[*])C(=[*])N1,37
[*]C1=CC(=[*])NC1,31
[*]C1CC([*])([*])N([*])C([*])([*])O1,39
[*]C1CCC1[*],24
[*]C1COC(=[*])N1,33
[*]N1CC2CCC1([*])C2,43
[*]C1=C([*])N([*])CC(=[*])N1,38
[*]C1([*])CCCCCC1([*])[*],42
[*]=c1c(=[*])c(=[*])c(=[*])c(=[*])c1=[*],36
[*]C1=COC(=[*])C([*])=C1,38
[*]C1=CN([*])C(=[*])N=C1,38
[*]c1csc([*])c1[*],40
[*]C1=NC(=[*])C(=[*])C(=[*])C1[*],37
[*]C1=C([*])C(=[*])C([*])([*])C([*])O1,38
[*]N1N=NSC1=[*],43
[*]C1=[NH+]CC([*])=C1[*],31
[*]N1NCC(=[*])C1=[*],32
[*]C(=[*])[O-],14
[*]C12CC3CC([*])(C1)CC([*])(C3)C2,60
[*]C1=C([*])NCCC1,37
[*]N=N[*],14
[*]C1([*])COC1,26
[*][N+]1=CCCC1,31
[*]C1NOC(=[*])C1=[*],33
[*][NH+]1CC2CCCC1C2,49
[*]C1C(=[*])C(=[*])C([*])([*])C1[*],30
[*]c1[nH+]ccc(=[*])c1=[*],37
[*][NH+]1CC2CCC(CC2)C1,55
[*]C([*])S([*])(=[*])=[*],22
[*]c1cc(=[*])c(=[*])c([*])n1,37
[*]c1[nH]c([*])c([*])[nH+]1,32
[*]C1([*])COC(=[*])OC1,40
[*]C1=NN([*])C(=[*])C(=[*])S1(=[*])=[*],48
[*]c1nnc(=[*])c(=[*])n1,39
[*]c1c([*])c(=[*])c(=[*])c(=[*])c1=[*],36
[*]c1cc([*])c(=[*])c(=[*])c1[*],36
[*]C1CC2CC[NH+]1CC2,49
[*]C1OC([*])C([*])C([*])([*])C1[*],38
[*]P([*])C([*])([*])[*],21
[*]C1([*])C[NH2+]CC(=[*])C(=[*])O1,45
[*]C1CCC([*])([*])OC1([*])[*],38
[*]C1=CC([*])C([*])C1=[*],30
[*]C1=C([*])N([*])C([*])N([*])C1=[*],38
[*][NH+]([*])S([*])(=[*])=[*],23
[*]C1CC(=[*])CC(=[*])C1,36
[*]C1C([*])C([*])([*])C1[*],24
[*]C1NC(=[*])C(=[*])S(=[*])(=[*])N1,48
[*]N1C2CCC1COC2,51
[*]C1C(=[*])CCN([*])C1[*],37
[*]C1CC[NH+]([*])CC1([*])[*],37
[*]N1CC[NH+]([*])CC(=[*])C1=[*],44
[*]C1=CC2N([*])C=CC1C([*])([*])C2([*])[*],55
[*]N1CC2CCC(CC1=[*])[NH2+]2,56
[*]C1=C([*])C([*])CC1,30
[*]C1CCC([*])([*])C1([*])[*],30
[*]C1([*])NC(=[*])CS1,41
[*]C1=CC(=[*])N([*])S1,41
[*]C1([*])CC(=[*])C(=[*])CO1,38
[*]C1=[NH+]C(=[*])C(=[*])C(=[*])S1,47
[*]C1CCC([*])([*])C([*])([*])C1([*])[*],36
[*]N([*])S([*])=[*],23
[*]C1=NC([*])NC(=[*])C1=[*],38
[*]C1C([*])[NH+]([*])CC(=[*])N1[*],38
[*]C1C(=[*])C2([*])CCC1C2([*])[*],42
[*]C1C=CC(=[*])C([*])C1([*])[*],36
[*]C1=C([*])N([*])C(=[*])C(=[*])N1[*],38
[*]C1CCCC(=[*])C1,36
[*]N1C(=[*])[N+](=[*])CC1([*])[*],32
[*]S([*])(=[*])=O,24
[*]C1([*])CCCS1,40
[*]N1C(=[*])CCC(=[*])C1=[*],37
[*]N1C(=[*])CNC(=[*])C1=[*],38
[*]NN=[*],14
[*]C1C(=[*])C([*])([*])OC1([*])[*],32
[*]C1=CC(=[*])OC([*])=N1,39
[*]C1CN([*])C([*])C(=[*])C1=[*],37
[*]C1CCCC([*])([*])C1([*])[*],36
[*]C1CN2CCN1CC2,50
[*]C1=CC(=[*])N([*])C(=[*])N1,38
[*]C1NC(=[*])OC1[*],33
[*]C1=C([*])C([*])([*])C([*])([*])CC1,36
[*]C1=NC(=[*])C([*])S1,41
[*]C1N=CN([*])C1[*],32
[*]c1ncn([*])c1[*],32
[*]C1CCS(=[*])(=[*])CC1,46
[*]C1CC(=[*])C(=[*])CC1[*],36
[*]C1=NC(=[*])CC([*])([*])N1[*],38
[*]C1=[N+]([*])C(=[*])C(=[*])C(=[*])N1,38
[*]C1=C([*])C(=[*])C([*])C=N1,37
[*]C1=CC([*])CC1=[*],30
[*]N1C(=[*])C(=[*])C(=[*])S(=[*])C(=[*])C1=[*],53
[*]C1CC2CCC(C2=[*])C1([*])[*],48
[*]C1=NCC[N+]1=[*],32
[*]C1=CC([*])C([*])C([*])CC([*])=CCC1,60
[*]C=C,12
[*]c1nc(=[*])c(=[*])c(=[*])c1=[*],37
[*]N1C(=[*])C(=[*])SC(=[*])C1=[*],47
[*]C1COC(=[*])CN1[*],39
[*]N1C=NN([*])C1=[*],33
[*]C1=C([*])C([*])C([*])C([*])C([*])([*])C1,42
[*]C1C(=[*])OCC[NH+]1[*],39
[*]c1ncnc([*])c1[*],38
[*]C1C2CN3CC[NH+](C2)CC1([*])C3,68
[*]C1CCC([*])N([*])C1[*],37
[*]C1C=CCC([*])N1[*],37
[*]C1CN([*])CC([*])S1,47
[*]c1cnc[nH]1,32
[*]C([*])=C,12
[*]C1CCC([*])([*])C1=[*],30
[*]C1C(=[*])C(=[*])N([*])C1=[*],31
[*]C1CCCCC[NH2+]1,43
[*]C1CCN([*])CC1[*],37
[*]C1=C([*])C([*])CC1[*],30
[*]C1CCCNC(=[*])C1=[*],43
[*]n1ncnn1,34
[*]CC([*])([*])[*],12
[*]C1CCC([*])C([*])([*])C([*])C1[*],42
[*]c1nc([*])[nH+]c([*])n1,39
[*]C1CC[NH2+]C([*])([*])CN1[*],44
[*]C1=[NH+]C(=[*])C([*])N1,32
[*]C1=C([*])C(=[*])NC=N1,38
[*]C1=C([*])NN([*])C1,32
[*]C1=NC(=[*])C([*])([*])N([*])N1[*],39
[*]C1CC2CC1N([*])C2,43
[*]C1COCC1[*],32
[*]C1=NC([*])([*])C([*])=C([*])N1,38
[*]C1CCC(=[*])C([*])([*])C([*])C1[*],42
[*]C1=NC([*])([*])CC([*])=[N+]1[*],38
[*]c1cn([*])c([*])[n+]1[*],32
[*]c1cc([*])c([*])c[nH+]1,37
[*]=c1cn[nH]c1=[*],32
[*]C1CN([*])C(=[*])S1,41
[*]C1=CCCC([*])C1([*])[*],36
[*]c1c[nH]c([*])c1[*],31
[*]c1cc([*])c([*])[n-]1,31
[*]C1C(=[*])CC(=[*])C1=[*],30
[*]c1ccc([*])c([*])[nH+]1,37
[*]N1CC[NH+]([*])CC1([*])[*],38
[*]C1=CCSCC1[*],46
[*]C1C2([*])CCC([*])(C2)C1([*])[*],42
[*]C1C([*])C([*])([*])CC[NH+]1[*],37
[*]C1CC(=[*])C(=[*])SC(=[*])C1=[*],52
[*]C(=[*])S([*])=[*],22
[*]C1=C([*])[NH+]([*])CC1,31
[*]C1CC([*])([*])C([*])N1[*],31
[*]C1CCCC([*])([*])C1[*],36
[*]C1=NC(=[*])CC([*])=C1[*],37
[*]C1=NC([*])([*])[NH+]=C1[*],32
[*]C1=C([*])NC(=[*])N1,32
[*]C1([*])CCCC([*])([*])C1=[*],36
[*]C1=C([*])C([*])N([*])C(=[*])C1,37
[*]C1C(=[*])C2OCC(O2)C1[*],52
[*]=C1C=CC(=[*])C(=[*])N1,37
[*]C1=NC(=[*])C(=[*])NC1=[*],38
[*]C1OC([*])([*])C(=[*])C(=[*])N1[*],39
[*]C1CCSCC1,46
[*]N1C(=[*])C(=[*])NC([*])([*])C1=[*],38
[*]C1CNC([*])C1,31
[*]P([*])(=[*])C,21
[*][NH+]1C2CCC1CC([*])([*])C2,49
[*]C1=NC([*])N([*])C(=[*])C1[*],38
[*]C1CSC(=[*])N([*])C1[*],47
[*]C1CCC(=[*])C(=[*])C(=[*])C1[*],42
[*]C1=NC([*])C(=[*])N=[NH+]1,39
[*]c1cc[n+]([*])c(=[*])c1=[*],37
[*]C1=C([*])NC([*])C([*])C(=[*])N1,44
[*]C1NC(=[*])C(=[*])OC1=[*],39
[*]c1on[n+]([*])c1[*],34
[*]N1NC(=[*])C(=[*])C1=[*],32
[*]N1CCC(=[*])C1=[*],31
[*]C([*])=N,13
[*]C1NC(=[*])N([*])C([*])C1[*],38
[*]C1C(=[*])NC(=[*])C1=[*],31
[*]c1no[n+]([*])c1[*],34
[*]c1c[nH+]c([*])n1[*],32
[*]C1C=CC=CC1([*])[*],36
[*]C1C([*])([*])C(=[*])N([*])C1([*])[*],31
[*]C1=CC(=[*])C([*])C([*])C1,36
[*]C1([*])CC2CC([*])(C[NH2+]2)C1,49
[*]C1CC([*])C[NH+]([*])C1,37
[*]C1=NC([*])OC([*])S1,49
[*]N1NC(=[*])NC1=[*],33
[*]C1([*])OS(=[*])C(=[*])C1=[*],42
[*]c1c([*])c(=[*])n([*])c1=[*],31
[*]c1cc([*])n([*])c1[*],31
[*]C1=C([*])C([*])N=N1,32
[*]C1([*])CCC1([*])[*],24
[*]=NN=[*],14
[*]C1CN([*])C1[*],25
[*]C1CC([*])C1[*],24
[*]C1=[NH+]C(=[*])N([*])C([*])=C1[*],38
[*]c1sc([*])c([*])c1[*],40
[*]C1=C([*])C(=[*])C([*])([*])C([*])C1,36
[*]N1C=C[N+]([*])=CC1=[*],38
[*]C1CC([*])N([*])C(=[*])N1,38
[*]C1([*])CC(=[*])C1=[*],24
[*]C1=CCCC([*])C1[*],36
[*]C1CC(=[*])N([*])C(=[*])S1,47
[*]C1CC([*])([*])C([*])O1,32
[*]C1NC(=[*])C([*])S1,41
[*]C1CCC([*])N([*])CC1,43
[*]C1[NH+]([*])CCCC1([*])[*],37
[*]C1CCC[NH+]([*])C1[*],37
[*]C1C=CC1[*],24
[*]C12C=CC(C=C1)C(=[*])C2=[*],48
[*]C1C=CC(=[*])C(=[*])C1[*],36
[*]c1c[n+]([*])c([*])c([*])c1[*],37
[*]C1=NC([*])([*])C([*])O1,33
[*]C=O,14
[*]c1ccc[n+]([*])c1,37
[*]C1C([*])C([*])([*])C([*])N1[*],31
[*]c1c[nH]c[nH+]1,32
[*]N1CCC(=[*])N([*])C1=[*],38
[*]C1=C([*])C([*])([*])OS1=[*],42
[*]N1CNC(=[*])C1([*])[*],32
[*]C1=C([*])C([*])CCC1,36
[*]C1=CC(=[*])CS1,40
[*]C1C(=[*])C([*])([*])C(=[*])C([*])C1[*],36
[*]C1SC(=[*])C(=[*])NC1=[*],47
[*]C1=CC(=[*])C(=[*])C(=[*])S1,46
[*]N1C(=[*])N([*])N([*])C1=[*],33
[*]S(=[*])(=[*])O,24
[*]C1CCS(=[*])C([*])C([*])[NH2+]1,53
[*][NH+]=C([*])[*],13
[*]C1([*])CCC(=[*])C1=[*],30
[*]C1C[NH2+]C([*])C([*])O1,39
[*]C1COCC[NH+]([*])C1,45
[*]C1([*])OC(=[*])OC1([*])[*],34
[*]C1CCCN1,31
[*]N1C(=[*])C(=[*])C(=[*])C([*])([*])C1=[*],37
[*]C1=CNN([*])C1=[*],32
[*]C1CCC(=[*])NC1=[*],37
[*]C1CC(=[*])N([*])N([*])C1=[*],38
[*]C1=CC(=[*])[NH+]=C1[*],31
[*]C1CCC([*])N([*])C1=[*],37
[*]C1C(=[*])C(=[*])S(=[*])(=[*])C([*])C1[*],46
[*]C1=C([*])C([*])([*])NCC1,37
[*]C1CCC2CCC1N([*])N2[*],56
[*]C1NC([*])([*])N([*])C1=[*],32
[*]C1=C([*])C([*])([*])C([*])CC1([*])[*],36
[*]C1C([*])([*])C([*])C1([*])[*],24
[*]C1CCCCCN1[*],43
[*]C1COC(=[*])C(=[*])C1[*],38
[*]N1C(=[*])N([*])C(=[*])C([*])([*])C1=[*],38
[*]C1NC(=[*])C(=[*])C([*])C1[*],37
[*]C1=CN=NC1,32
[*]C1CSCC([*])([*])C1,46
[*]C1=C([*])C(=[*])CCCC1,42
[*]N1NC([*])([*])NC1=[*],33
[*]C1([*])[NH2+]CCNC1=[*],38
[*]=C1NC=NS(=[*])(=[*])C1=[*],48
[*]N1CCOCCOCC[NH2+]CCOCCOCC1,118
[*]C1([*])C[NH+]2CCC1CC2,49
[*]C1COCC(=[*])N1[*],39
[*]C1CSC(=[*])N1[*],41
[*]C1=C([*])N([*])CC([*])O1,39
[*]C1C([*])C([*])([*])C([*])([*])C1[*],30
[*][NH+]1CC(=[*])C(=[*])C(=[*])C(=[*])C1,43
[*]C1C=NC=N1,32
[*]C1CN([*])CC([*])[NH+]1[*],38
[*]C1=CC(=[*])CCC1([*])[*],36
[*]C1CCC(=[*])C1,30
[*]N1CC([*])([*])C(=[*])C1=[*],31
[*]C1CN([*])CC(=[*])C1=[*],37
[*]C1=NCCC(=[*])C1=[*],37
[*]C1=C([*])C(=[*])NC([*])S1,47
[*]C1COC(=[*])C(=[*])C1,38
[*]C1CC(=[*])C(=[*])C1[*],30
[*]C1([*])CNC(=[*])O1,33
[*]C1C(=[*])C(=[*])C1=[*],24
[*]C1CCC(=[*])C([*])C1[*],36
[*]=C1C=CC=CN1,37
[*]N1CCC[NH2+]C([*])([*])C1,44
[*]c1c[n+]([*])c([*])n1[*],32
[*]N1CCCCCCC1,49
[*]C1([*])CCC(=[*])C(=[*])O1,38
[*]N([*])S([*])(=[*])=[*],23
[*]n1nnc(=[*])[n+]1=[*],34
[*]N1C=NNC1=[*],33
[*]C1=NCC([*])([*])CN1[*],38
[*]c1nnc([*])c([*])n1,39
[*]C1=CC(=[*])NC(=[*])C1[*],37
[*]C1CC[NH+]([*])C1,31
[*]N1C(=[*])CCCCC1=[*],43
[*]c1conc1[*],33
[*]C1=NC([*])C[N+]1=[*],32
[*]C1C(=[*])OC([*])([*])[NH+]1[*],33
[*]c1cc[n+]([*])cc1,37
[*]C12NC(=[*])C(=[*])C([*])(NC(=[*])C1=[*])O2,58
[*]C1=C([*])CC(=[*])C(=[*])OC1,44
[*]C1=NN([*])C(=[*])CC1[*],38
[*]C1N=CCN1[*],32
[*]C1=NCC([*])([*])S1,41
[*]C1CC([*])([*])C(=[*])C(=[*])C([*])N1[*],43
[*]C1CC([*])C([*])CC1[*],36
[*]C1C([*])C([*])C1[*],24
[*]C1=[NH+]C([*])([*])CO1,33
[*]C1=NC(=[*])C([*])=N1,32
[*]C([*])[O-],14
[*]c1nnnn1[*],34
[*]C1COCC([*])N1[*],39
[*]C1CSCC[NH2+]1,47
[*]C1=C([*])C([*])C([*])C([*])([*])O1,38
[*]C1=C([*])C(=[*])CC([*])([*])C1,36
[*]N1C(=[*])C(=[*])SC1([*])[*],41
[*]C1=C([*])C([*])C([*])S1,40
[*]=C1CCCN1,31
[*]C1CCN([*])C(=[*])C1,37
[*]C1=C([*])C([*])=C([*])C(=[*])O1,38
[*]C1=[NH+]C([*])C(=[*])N1[*],32
[*]C1=C([*])C(=[*])C(=[*])C(=[*])CC1,42
[*]C1OC2([*])CCC(C1[*])C2([*])[*],50
[*]C1=NC([*])=C([*])C([*])[N+]1=[*],38
[*]C1=C([*])N([*])C([*])C([*])C(=[*])N1,44
[*]C1C(=[*])C2([*])CCC1([*])C2([*])[*],42
[*]c1c([*])c(=[*])ccc1=[*],36
[*]C1CC([*])C([*])C([*])O1,38
[*]C1SC(=[*])C(=[*])N1[*],41
[*]C1=CC[NH+]([*])CC1,37
[*]C1CCC=CCCC1[*],48
[*]C1=C([*])C(=[*])C([*])C([*])O1,38
[*]C1N=[NH+]C(=[*])N1[*],33
[*]c1ccc(=[*])c(=[*])[n+]1[*],37
[*]C1C2NC(=[*])N([*])C1([*])OC(=[*])C2=[*],58
[*]C([*])P([*])([*])=[*],21
[*]N1C(=[*])CSC(=[*])N([*])C(=[*])C1=[*],60
[*]C1CC([*])N([*])C(=[*])C1[*],37
[*]C1=C([*])SCCO1,48
[*]C1=CC(=[*])N([*])C(=[*])C1=[*],37
[*]N1CCS(=[*])(=[*])CC1,47
[*]C1COC1,26
[*]N1CCC[NH2+]CC1=[*],44
[*]N1CC([*])([*])CCC1=[*],37
[*]C1C=NC([*])N1[*],32
[*]C1=CC([*])C(=[*])C=C1,36
[*]C1OC([*])([*])C([*])([*])OC1[*],40
[*]C1=CC([*])N=C1[*],31
[*]C1=CC([*])N([*])C1[*],31
[*]=[S+]C,22
[*]C1SC(=[*])C(=[*])C(=[*])C(=[*])CN1[*],59
[*]C1=C([*])N([*])C([*])([*])NC1=[*],38
[*]C1C[NH+]([*])CCN([*])C1=[*],44
[*]C1C[NH2+]CC(=[*])C1=[*],37
[*]C1COC(=[*])N([*])C1,39
[*]C1([*])C(=[*])C(=[*])C([*])([*])C1([*])[*],30
[*]C1[N-]S(=[*])(=[*])C(=[*])C(=[*])S(=[*])(=[*])OC1=[*],71
[*]P([*])(=[*])[O-],23
[*]c1cc([*])[nH+]c([*])c1,37
[*]=C1CSC(=[*])C(=[*])C1=[*],46
[*]C1C(=[*])C(=[*])CN1[*],31
[*]=C1C=CC=N1,31
[*]C1([*])CCC(=[*])O1,32
[*]=C1NC(=[*])C(=[*])C(=[*])N1,38
[*]C1=C([*])C([*])NC([*])C1,37
[*]C1=C([*])C([*])C([*])C([*])C1,36
[*]C1=NC([*])N([*])C([*])=N1,39
[*]=C1NC(=[*])C(=[*])NC1=[*],38
[*]C1=C([*])C(=[*])C([*])([*])CC1,36
[*]c1cc([*])c([*])nc1[*],37
[*]C1OC([*])C([*])OC1[*],40
[*]C1CCC(=[*])O1,32
[*]c1cc([*])ncn1,38
[*]C1=CC([*])NN1[*],32
[*]C1CCOC([*])([*])O1,40
[*]C1=CC=NC1[*],31
[*]C1=NC([*])=C([*])C([*])([*])C1,37
[*]c1noc([*])c1[*],33
[*]C1=C([*])C(=[*])NCC([*])([*])C1,43
[*]=C1CCC(=[*])C(=[*])C(=[*])NC1=[*],49
[*]c1c[n+]([*])cc([*])[n+]1[*],38
[*]C1C(=[*])NC=CN1[*],38
[*]C1=C([*])OC=CC=C1,44
[*]C1=C([*])C([*])NC(=[*])C1=[*],37
[*]C1=CC(=[*])OC1([*])[*],32
[*]C1=C([*])C([*])N([*])CC1[*],37
[*]C1OCN([*])C1[*],33
[*]C1=NC(=[*])CCCN1[*],44
[*]=C=O,14
[*]C1=NNC(=[*])C(=[*])N1[*],39
[*]N1C=NS(=[*])(=[*])C(=[*])C1=[*],48
[*]C1([*])CC[NH2+]C1,31
[*]C1OC([*])C([*])([*])O1,34
[*]c1sc[n+]([*])c1[*],41
[*]C1([*])C2CC3CC(C2)CC1C3,60
[*]C1[NH+]([*])CCC([*])([*])C1([*])[*],37
[*]N1CC(=[*])C(=[*])N([*])C1=[*],38
[*]C1([*])CCC(=[*])CC1=[*],36
[*]N([*])N([*])[*],14
[*]C1=CC(=[*])CC([*])([*])O1,38
[*]=C1NC(=[*])C(=[*])N1,32
[*]P([*])([*])=S,31
[*]C1N([*])C2([*])CC[NH+]1CC2,50
[*]C12CC3CC(C1)C(=[*])C(C3)C2,60
[*]=C1C(=[*])C(=[*])S(=[*])(=[*])C1=[*],40
[*]=C1CSCC1=[*],40
[*]C1=C([*])NC(=[*])C(=[*])C1,37
[*]C1CCCN([*])CC1,43
[*]N1C(=[*])NC(=[*])C(=[*])C1=[*],38
[*]C1C2CC(=[*])C(C2)C1([*])[*],42
[*]C1=[N+]([*])CC([*])([*])N1[*],32
[*]C1C(=[*])NCC(=[*])N1[*],38
[*]C1COC([*])([*])N1[*],33
[*]C1([*])COC([*])([*])C1,32
[*]C1=[N+]([*])C([*])C([*])[N+]([*])=C1[*],38
[*]C1=C([*])N([*])C([*])CO1,39
[*]C[N+]([*])([*])[*],13
[*]C1=C([*])C([*])C([*])O1,32
[*]c1c[n+]([*])no1,34
[*]C1NN([*])C([*])([*])S1,42
[*]C1([*])CCCNC1=[*],37
[*]C1=CC(=[*])C([*])CC1([*])[*],36
[*][NH+]1CCOC(=[*])C(=[*])C1,45
[*]C1CC(=[*])NC(=[*])C1[*],37
[*]C1CCC([*])([*])C([*])C1,36
[*]N1CC(=[*])C(=[*])SC1=[*],47
[*]C1=CC(=[*])NC([*])=N1,38
[*]C(=[*])F,15
[*]C1=[NH+]C=CN([*])C1=[*],38
[*]c1cnc([*])cn1,38
[*]c1ccc([*])[nH+]n1,38
[*]C1=C([*])C(=[*])C([*])OC1=[*],38
[*]C1=C([*])[N+](=[*])CCC(=[*])N1,44
[*]C1C(=[*])N([*])C2([*])CC1C(=[*])C(=[*])O2,57
[*]C1CON([*])C1[*],33
[*]C1=[NH+]C([*])C([*])=C1[*],31
[*]C1=C([*])CN([*])C([*])C1,37
[*]n1ncc(=[*])c1=[*],32
[*]C1([*])C(=[*])COC1=[*],32
[*]C1CC(=[*])OC1[*],32
[*]C1OC([*])C([*])([*])C1[*],32
[*]C1C(=[*])NC(=[*])C(=[*])C(=[*])NC1([*])[*],50
[*]C1=C([*])CC([*])CCC1,42
[*]N1CC(=[*])C(=[*])C(=[*])C(=[*])C1,43
[*]C1=CN([*])C(=[*])C(=[*])S1(=[*])=[*],47
[*]N1CCCOC(=[*])C1=[*],45
[*]C1CCC(=[*])N([*])C1=[*],37
[*]C1=CC(=[*])OC([*])=C1[*],38
[*]C1=NC(=[*])C([*])=N1,32
[*]c1ccc([*])cc1,36
[*]C1([*])CCC1,24
[*]C1=C([*])C(=[*])N([*])C1,31
[*]c1cc([*])c([*])nc1[*],37
[*]C1C([*])C([*])([*])C([*])CC1([*])[*],36
[*]c1c[n+]([*])c([*])nc1[*],38
[*]C1C(=[*])C(=[*])S(=[*])C([*])C1[*],46
[*]c1nc([*])n([*])c1[*],32
[*]C1=CC(=[*])N=C([*])C1[*],37
[*]C1CC([*])([*])CC1([*])[*],30
[*]N1C(=[*])C(=[*])NC(=[*])C1=[*],38
[*]C1=NC(=[*])NC1[*],32
[*]N1CC([*])([*])[NH2+]CC1([*])[*],38
[*]C1=C([*])OC(=[*])N1,33
[*]C1CN2CCC1CC2[*],49
[*]C1CSCN1[*],41
[*]C1CN([*])C(=[*])C[NH+]1[*],38
[*]C1CNC(=[*])S1,41
[*]C1C=CC([*])([*])C([*])C1[*],36
[*]c1nc([*])c([*])s1,41
[*]C1CC[NH+]([*])CC1,37
[*]C1CC([*])C(=[*])O1,32
[*]C1CN([*])CCNC1=[*],44
[*]N1C2CCC1CC([*])([*])C2,49
[*]C1CCCC([*])O1,38
[*]C1=C([*])C([*])C(=[*])C(=[*])C(=[*])N1,43
[*]C1CC(=[*])C1([*])[*],24
[*]C1C(=[*])CC([*])([*])CNC1=[*],43
[*]C1=C([*])C[NH2+]C1,31
[*]N1CCCNC(=[*])C1([*])[*],44
[*]N([*])N,14
[*]S([*])=N,23
[*]C1=NS(=[*])(=[*])C(=[*])C(=[*])[N-]1,48
[*]C1NC(=[*])C([*])N1[*],32
[*]N1N=NC([*])([*])C1=[*],33
[*]C1=CCN([*])N1,32
[*]C1CC(=[*])N=[NH+]1,32
[*]C1C(=[*])N([*])C([*])N1[*],32
[*]=C=S,22
[*]N1C(=[*])C(=[*])OC([*])([*])C1=[*],39
[*]C1CCCCC[NH+]1[*],43
[*]C1CN([*])C([*])CC1=[*],37
[*]c1[nH]c(=[*])c(=[*])c1[*],31
[*]C1=C([*])C(=[*])ON1,33
[*]C1CN([*])C(=[*])C1[*],31
[*]=C1NCCSC1=[*],47
[*]C1=C([*])N([*])C([*])C([*])CN1,44
[*]N1N=CCC1([*])[*],32
[*]C1CSCCCN1[*],53
[*]C1=[N+]([*])C(=[*])C(=[*])NC1=[*],38
[*]C1=C([*])OCO1,34
[*]C1CC([*])([*])C([*])([*])CC1[*],36
[*]C1C2CC(N([*])C(=[*])C2=[*])C([*])([*])C1[*],55
[*]C1[NH2+]CCN([*])C1=[*],38
[*]N1N=CC=CC1=[*],38
[*]c1cc(=[*])c(=[*])nc1[*],37
